,Name,Year,Global_Sales
609,Crazy Taxi,2001.0,2.52
610,Perfect Dark,2000.0,2.52
611,Game Party,2007.0,2.52
612,Dragon Warrior,1986.0,2.52
613,Tomb Raider (2013),2013.0,2.51
614,Marvel: Ultimate Alliance,2006.0,2.5
615,PES 2009: Pro Evolution Soccer,2008.0,2.5
616,Mario Party 2,1999.0,2.5
617,Saints Row: The Third,2011.0,2.49
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003.0,2.49
619,LEGO Harry Potter: Years 1-4,2010.0,2.49
620,Mortal Kombat: Deadly Alliance,2002.0,2.49
621,Resistance 2,2008.0,2.48
622,Pure,2008.0,2.48
623,Tomb Raider: The Last Revelation,1998.0,2.48
624,NBA 2K13,2012.0,2.48
625,Rock Band,,2.48
626,NBA 2K14,2013.0,2.47
627,Mario Party 4,2002.0,2.47
628,uDraw Studio,2010.0,2.46
629,Midnight Club: Los Angeles,2008.0,2.45
630,Final Fantasy V,1992.0,2.45
631,Final Fantasy Tactics,1997.0,2.45
632,Twisted Metal 2,1996.0,2.44
633,Halo: Combat Evolved Anniversary,2011.0,2.44
634,Need for Speed Carbon: Own the City,2006.0,2.44
635,The Sims: Bustin' Out,2003.0,2.43
636,Riven: The Sequel to Myst,1997.0,2.43
637,Tom Clancy's Rainbow Six: Vegas 2,2008.0,2.42
638,Sonic Adventure,1998.0,2.42
639,Ice Hockey,1988.0,2.42
640,pro evolution soccer 2011,2010.0,2.42
641,Dragon Ball Z: Budokai 2,2003.0,2.41
642,ATV Offroad Fury,2001.0,2.41
643,Dino Crisis,1998.0,2.41
644,Minecraft,2014.0,2.41
645,Need for Speed: ProStreet,2007.0,2.41
646,Madden NFL 16,2015.0,2.4
647,Tetris Plus,1996.0,2.4
648,Pro Wrestling,1987.0,2.4
649,Theme Hospital,1997.0,2.4
650,Frogger's Adventures: Temple of the Frog,,2.39
651,Need for Speed (2015),2015.0,2.39
652,Zumba Fitness,2010.0,2.39
653,LEGO Indiana Jones: The Original Adventures,,2.39
654,Monopoly,1994.0,2.39
655,Batman: Arkham Origins,2013.0,2.39
656,Dead Island,2011.0,2.39
657,Guitar Hero,2005.0,2.38
658,LEGO Star Wars: The Complete Saga,2007.0,2.38
659,Kinect: Disneyland Adventures,2011.0,2.38
660,WCW/nWo Revenge,1998.0,2.38
661,Bloodborne,2015.0,2.38
662,NBA 2K15,2014.0,2.38
663,Madden NFL 11,2010.0,2.38
664,Yu-Gi-Oh! The Duelists of the Roses,2001.0,2.38
665,Madden NFL 08,2007.0,2.37
666,Half-Life 2,2004.0,2.37
667,The Incredibles,2004.0,2.37
668,Tony Hawk's Underground 2,2004.0,2.37
669,Madden NFL 10,2009.0,2.37
670,Kinect Sports: Season Two,2011.0,2.36
671,Kirby's Dream Land 2,1995.0,2.36
672,LEGO Harry Potter: Years 1-4,2010.0,2.35
673,Donkey Kong Land II,1996.0,2.35
674,Dragon Warrior Monsters,1998.0,2.35
675,Midnight Club: Los Angeles,2008.0,2.35
676,Skylanders SWAP Force,2013.0,2.34
677,WWE SmackDown vs Raw 2008,2007.0,2.34
678,My Fitness Coach,2008.0,2.34
679,Resident Evil - Code: Veronica X,2001.0,2.34
680,The Sims 3,2010.0,2.33
681,The Legend of Zelda: Majora's Mask 3D,2015.0,2.32
682,NBA 2K16,2015.0,2.32
683,Just Dance Kids,2010.0,2.32
684,Mario Tennis,2000.0,2.32
685,Grand Theft Auto,1997.0,2.32
686,James Bond 007: Everything or Nothing,2004.0,2.31
687,WarioWare Touched!,2004.0,2.31
688,Need For Speed: High Stakes,1999.0,2.31
689,Chrono Trigger,1995.0,2.31
690,Cool Boarders 3,1998.0,2.31
691,LEGO Marvel Super Heroes,2013.0,2.3
692,Guild Wars 2,2012.0,2.3
693,Pokemon Ranger: Shadows of Almia,2008.0,2.3
694,Dead Island,2011.0,2.29
695,Tomb Raider II,1997.0,2.29
696,God of War: Ascension,2013.0,2.29
697,Need for Speed Underground 2,2004.0,2.28
698,Pro Evolution Soccer 2010,2009.0,2.28
699,Just Dance 2015,2014.0,2.28
700,Yokai Watch Busters,2015.0,2.28
701,Mario Bros.,1983.0,2.28
702,FIFA Soccer 09,2008.0,2.28
703,Star Wars: The Force Unleashed,2008.0,2.28
704,Borderlands 2,2012.0,2.28
705,TOCA Touring Car Championship,1997.0,2.28
706,Paper Mario: Sticker Star,2012.0,2.27
707,Sonic's Ultimate Genesis Collection,2009.0,2.27
708,Super Monkey Ball: Banana Blitz,2006.0,2.27
709,Kirby: Nightmare in Dream Land,2002.0,2.27
710,Wario Land 4,2001.0,2.26
711,Guitar Hero III: Legends of Rock,2007.0,2.26
712,Call of Duty 3,,2.26
713,Resident Evil 4,2007.0,2.26
714,Minecraft,2014.0,2.25
715,Onimusha 2: Samurai's Destiny,2002.0,2.25
716,Cool Boarders 2,1997.0,2.25
717,Paper Mario: The Thousand-Year Door,2004.0,2.25
718,Madden NFL 12,2011.0,2.25
719,Monster Hunter Tri,2009.0,2.25
720,Dissidia: Final Fantasy,2008.0,2.25
721,Sonic Advance,2001.0,2.24
722,Spyro: Season of Ice,2001.0,2.23
723,Teenage Mutant Ninja Turtles II: The Arcade Game,1990.0,2.23
724,LEGO Indiana Jones: The Original Adventures,2008.0,2.23
725,Dance Dance Revolution X2,2009.0,2.23
726,New Super Luigi U,2013.0,2.22
727,Prince of Persia: The Sands of Time,2003.0,2.22
728,Scribblenauts,2009.0,2.22
729,The Legend of Zelda: Link's Awakening DX,1998.0,2.22
730,Need for Speed: Hot Pursuit,2010.0,2.22
731,BioShock 2,2010.0,2.21
732,Assassin's Creed IV: Black Flag,2013.0,2.21
733,Devil May Cry 3: Dante's Awakening Special Edition,2006.0,2.21
734,Rock Band 2,2008.0,2.2
735,Frogger,1981.0,2.2
736,Guitar Hero II,2007.0,2.2
737,Wario Land 3,2000.0,2.2
738,Pro Yakyuu Family Stadium,1986.0,2.2
739,Sonic Unleashed,2008.0,2.2
740,High School Musical: Makin' the Cut!,2007.0,2.2
741,Pro Evolution Soccer 2012,2011.0,2.19
742,Saints Row,2006.0,2.19
743,Star Wars: Knights of the Old Republic,2003.0,2.19
744,Kirby's Pinball Land,1992.0,2.19
745,Donkey Kong Country,2000.0,2.19
746,Hitman: Absolution,2012.0,2.19
747,Yu-Gi-Oh: Duel Monsters 4,2000.0,2.18
748,ATV Offroad Fury 2,2002.0,2.18
749,Forza Motorsport 5,2013.0,2.18
750,Madden NFL 25,2013.0,2.18
751,Pokemon Ranger,2006.0,2.18
752,Mario & Luigi: Superstar Saga,2003.0,2.17
753,Final Fantasy XIII,2010.0,2.17
754,Star Wars: Rogue Squadron,1998.0,2.17
755,Tennis,1984.0,2.17
756,The Sims: House Party,2001.0,2.16
757,Your Shape featuring Jenny McCarthy,2009.0,2.16
758,Syphon Filter 2,2000.0,2.15
759,Tom Clancy's Rainbow Six: Siege,2015.0,2.15
760,Volleyball,1987.0,2.15
761,FIFA 15,2014.0,2.15
762,Call of Duty: Roads to Victory,2007.0,2.14
763,Super Mario RPG: Legend of the Seven Stars,1996.0,2.14
764,Mahjong,1983.0,2.14
765,R.C. Pro-Am,1988.0,2.14
766,SimCity 2000,1992.0,2.14
767,Demon Attack,1981.0,2.13
768,Dance Dance Revolution Extreme,2004.0,2.13
769,Tetris DS,2006.0,2.13
770,Final Fantasy Tactics Advance,2003.0,2.13
771,Far Cry: Primal,2016.0,2.13
772,Toy Story 3: The Video Game,2010.0,2.12
773,Final Fantasy III,2006.0,2.12
774,Kirby's Epic Yarn,2010.0,2.12
775,Project Gotham Racing,2001.0,2.12
776,Golf,1989.0,2.12
777,NBA 2K12,2011.0,2.11
778,Borderlands,2009.0,2.11
779,Tony Hawk's Pro Skater,2000.0,2.11
780,PES 2009: Pro Evolution Soccer,2008.0,2.11
781,Need for Speed: Hot Pursuit 2,2002.0,2.11
782,Mario Sports Mix,2010.0,2.11
783,Rock Band,,2.11
784,Dynasty Warriors 4,2003.0,2.11
785,Mortal Kombat,2011.0,2.11
786,Parasite Eve,1998.0,2.1
787,Scooby-Doo! Night of 100 Frights,2002.0,2.1
788,Project Gotham Racing (JP weekly sales),2002.0,2.1
789,Need for Speed: Most Wanted 5-1-0,2005.0,2.1
790,Portal 2,2011.0,2.1
791,Devil May Cry 3: Dante's Awakening,2005.0,2.09
792,Derby Stallion,1997.0,2.09
793,Dead Rising,2006.0,2.09
794,Finding Nemo,2003.0,2.09
795,NBA 2K11,2010.0,2.09
796,Wipeout: The Game,2009.0,2.09
797,The Sims 2: Pets,2006.0,2.09
798,Battlefield: Hardline,2015.0,2.09
799,Metal Gear Solid: Peace Walker,2010.0,2.09
800,World of Warcraft: Cataclysm,2010.0,2.08
801,Tetris Worlds,2002.0,2.08
802,Need For Speed: Undercover,2008.0,2.08
803,Dance Dance Revolution: Hottest Party,2007.0,2.08
804,Mario Party 5,2003.0,2.08
805,Ghostbusters: The Video Game (DS Version),2010.0,2.08
806,Sim Theme Park,1998.0,2.08
807,Warcraft: Orcs & Humans,1994.0,2.08
808,Skate 3,2010.0,2.08
809,Spec Ops: Airborne Commando,2002.0,2.07
810,Kingdom Hearts: Birth by Sleep,2010.0,2.07
811,UFC 2009 Undisputed,2009.0,2.07
812,Dark Souls,2011.0,2.07
813,Yu-Gi-Oh! The Eternal Duelist Soul,2001.0,2.07
814,Need for Speed: ProStreet,2007.0,2.06
815,The Sims 3,2010.0,2.06
816,Tom Clancy's Splinter Cell: Conviction,2010.0,2.06
817,Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005.0,2.06
818,The Incredibles,2004.0,2.06
819,R4: Ridge Racer Type 4,1998.0,2.06
820,SoulCalibur II,2003.0,2.06
821,Mario & Luigi: Dream Team,2013.0,2.06
822,Need for Speed: ProStreet,2007.0,2.05
823,Carnival Games,2008.0,2.05
824,NBA 2K14,2013.0,2.05
825,Pokémon Mystery Dungeon: Blue Rescue Team,2005.0,2.05
826,Sonic Mega Collection,2002.0,2.05
827,Diablo III,2013.0,2.05
828,NBA Jam,1992.0,2.05
829,PGR4 - Project Gotham Racing 4,2007.0,2.05
830,Kingdom Hearts 358/2 Days,2009.0,2.04
831,Dance Central 2,2011.0,2.04
832,Rayman Raving Rabbids: TV Party,2008.0,2.04
833,SOCOM: U.S. Navy SEALs: Combined Assault,2006.0,2.04
834,Peter Jackson's King Kong: The Official Game of the Movie,2005.0,2.04
835,Donkey Kong Country,2003.0,2.04
836,Need for Speed: The Run,2011.0,2.04
837,Madden NFL 15,2014.0,2.03
838,1080°: TenEighty Snowboarding,1998.0,2.03
839,Just Dance 3,2011.0,2.03
840,NBA Live 2004,2003.0,2.03
841,Dead Space,2008.0,2.02
842,Call of Duty 2,2005.0,2.02
843,Madden NFL 15,2014.0,2.02
844,Forza Horizon,2012.0,2.02
845,TouchMaster,2007.0,2.01
846,Tom Clancy's The Division,2016.0,2.01
847,LEGO Marvel Super Heroes,2013.0,2.0
848,Fire Emblem: Awakening,2012.0,2.0
849,DriveClub,2014.0,2.0
850,Super Street Fighter II,1993.0,2.0
851,Mortal Kombat vs. DC Universe,2008.0,2.0
852,Tenchu: Stealth Assassins,1997.0,1.99
853,Tennis,1989.0,1.99
854,Harry Potter and the Chamber of Secrets,2002.0,1.99
855,Harry Potter and the Chamber of Secrets,2002.0,1.98
856,SimCity,1991.0,1.98
857,Battlefield 4,2013.0,1.98
858,Resident Evil 6,2012.0,1.98
859,Dragon Age: Inquisition,2014.0,1.97
860,Sonic Classic Collection,2010.0,1.97
861,Spyro: Enter the Dragonfly,2002.0,1.97
862,Call of Duty: World at War,2008.0,1.97
863,Devil May Cry 2,2003.0,1.97
864,Burnout Paradise,2008.0,1.97
865,E.T.: The Extra Terrestrial,1981.0,1.97
866,BioShock Infinite,2013.0,1.96
867,Hot Shots Golf: Open Tee,2004.0,1.96
868,Rad Racer,1986.0,1.96
869,Soccer,1985.0,1.96
870,Kirby Squeak Squad,2006.0,1.96
871,Tom Clancy's Rainbow Six: Vegas,2006.0,1.96
872,Destiny,2014.0,1.95
873,Crash Nitro Kart,2003.0,1.95
874,Grand Theft Auto: San Andreas,2005.0,1.95
875,Star Wars: Dark Forces,1994.0,1.95
876,NBA Street Vol. 2,2003.0,1.95
877,Def Jam Vendetta,2003.0,1.94
878,FIFA Soccer 09,2008.0,1.94
879,Who wants to be a millionaire,1999.0,1.94
880,Scooby Doo and the Cyber Chase,2001.0,1.94
881,Alleyway,1989.0,1.94
882,Dragon Ball Z: Budokai 3,2004.0,1.94
883,Jet Moto 2,1997.0,1.94
884,Tom Clancy's Ghost Recon,2002.0,1.94
885,X-Men Legends,2004.0,1.93
886,Batman: Arkham Origins,2013.0,1.93
887,Guitar Hero: World Tour,2008.0,1.93
888,Mortal Kombat II,1993.0,1.93
889,Virtua Fighter 2,1995.0,1.93
890,Tetris DX,1998.0,1.93
891,Mortal Kombat vs. DC Universe,2008.0,1.93
892,Watch Dogs,2014.0,1.93
893,Mario Super Sluggers,2008.0,1.93
894,Tomb Raider (2013),2013.0,1.92
895,The Legend of Zelda: Oracle of Ages,2001.0,1.92
896,Need for Speed: Shift,2009.0,1.92
897,Monopoly,2008.0,1.92
898,Red Faction,2001.0,1.92
899,The Sims: Makin' Magic,2003.0,1.92
900,MX Unleashed,2004.0,1.92
901,PaRappa The Rapper,1996.0,1.92
902,Toy Story Mania!,2009.0,1.92
903,Mario Party 3,2000.0,1.91
904,Star Wars: The Force Unleashed,2008.0,1.91
905,Game Party 2,2008.0,1.91
906,Destiny: The Taken King,2015.0,1.91
907,LEGO Star Wars III: The Clone Wars,2011.0,1.91
908,Star Wars Rogue Leader: Rogue Squadron II,2001.0,1.9
909,Max Payne 3,2012.0,1.9
910,Need for Speed Rivals,2013.0,1.89
911,Madden NFL 09,2008.0,1.89
912,Yokai Watch,2013.0,1.89
913,Ratchet & Clank Future: A Crack in Time,2009.0,1.88
914,Yu-Gi-Oh! Forbidden Memories,1999.0,1.88
915,Mortal Kombat: Deception,2004.0,1.88
916,Hot Shots Golf 2,1999.0,1.88
917,Medal of Honor: European Assault (All Region sales),2005.0,1.88
918,WCW Nitro,1998.0,1.88
919,High School Musical: Sing It!,2007.0,1.87
920,Star Fox Adventures,2002.0,1.87
921,FIFA 2000,1998.0,1.87
922,Dynasty Warriors 3,2001.0,1.87
923,Donkey Kong Country Returns,2013.0,1.87
924,The Legend of Zelda: Oracle of Seasons,2001.0,1.86
925,Madden NFL 06,2005.0,1.86
926,Shrek 2,2004.0,1.86
927,The Legend of Dragoon,1999.0,1.86
928,Turok 2: Seeds of Evil,1997.0,1.86
929,SingStar,2004.0,1.86
930,LittleBigPlanet 3,2014.0,1.86
931,NBA Live 2002,2001.0,1.86
932,Phineas and Ferb,2009.0,1.86
933,Chrono Cross,1999.0,1.86
934,GoldenEye 007 (2010),2010.0,1.86
935,Mario Party: Island Tour,2013.0,1.85
936,Jak 3,2004.0,1.85
937,Rayman Raving Rabbids 2,2007.0,1.85
938,Kingdom Hearts: Chain of Memories,2004.0,1.85
939,Pinball,1984.0,1.85
940,inFAMOUS 2,2011.0,1.85
941,Gran Turismo Concept 2001 Tokyo,2001.0,1.84
942,Demon's Souls,2009.0,1.84
943,NCAA Football 06,2005.0,1.84
944,"Hey You, Pikachu!",1998.0,1.83
945,2 Games in 1: Sonic Advance & ChuChu Rocket!,2005.0,1.83
946,World of Warcraft: Mists of Pandaria,2012.0,1.83
947,Jet Moto,1996.0,1.83
948,Just Cause 3,2015.0,1.83
949,Secret of Mana,1993.0,1.83
950,The Orange Box,2007.0,1.83
951,Air Combat,1995.0,1.83
952,Kirby: Triple Deluxe,2014.0,1.82
953,Sonic & Knuckles,1994.0,1.82
954,Namco Museum,2001.0,1.82
955,The Sims: Hot Date,2001.0,1.82
956,Metroid Prime 3: Corruption,2007.0,1.82
957,Dragon Quest VI: Realms of Revelation,2010.0,1.81
958,The Evil Within,2014.0,1.81
959,DDRMAX2: Dance Dance Revolution,2003.0,1.81
960,Crazy Taxi,2000.0,1.81
961,Virtua Fighter 4,2002.0,1.81
962,Sly 2: Band of Thieves,2004.0,1.81
963,Guitar Hero: World Tour,2008.0,1.8
964,Sonic Advance 2,2002.0,1.8
965,Madden NFL 07,2006.0,1.8
966,NBA 2K11,2010.0,1.8
967,NFL GameDay 2000,1999.0,1.8
968,Call of Duty: Black Ops 3,2015.0,1.79
969,Disney's The Lion King,1994.0,1.79
970,Beyond: Two Souls,2013.0,1.79
971,Kinect Star Wars,2012.0,1.78
972,Midnight Club II,2003.0,1.78
973,Dragon Quest Monsters: Joker,2006.0,1.78
974,SpongeBob SquarePants: SuperSponge,2001.0,1.78
975,The Getaway: Black Monday,2004.0,1.78
976,Professor Layton and the Mask of Miracle,2011.0,1.78
977,Just Cause 2,2010.0,1.78
978,Dragon's Dogma,2012.0,1.78
979,The Legend of Zelda: The Wind Waker,2013.0,1.77
980,50 Cent: Bulletproof,2005.0,1.77
981,High School Musical: Sing It!,2007.0,1.77
982,Wii Party U,2013.0,1.77
983,Madden NFL 25,2013.0,1.77
984,Final Fantasy II,1991.0,1.77
985,Kirby 64: The Crystal Shards,2000.0,1.77
986,Dead or Alive 3,2001.0,1.77
987,UFC 2009 Undisputed,2009.0,1.77
988,Metroid II: Return of Samus,1991.0,1.76
989,WWF Attitude,1998.0,1.76
990,The SpongeBob SquarePants Movie,2004.0,1.76
991,Golden Sun,2001.0,1.76
992,Sonic the Hedgehog 3,1994.0,1.76
993,Kid Icarus,1986.0,1.76
994,Def Jam: Fight for NY,2004.0,1.76
995,Tom Clancy's Ghost Recon,2002.0,1.76
996,State of Emergency,2002.0,1.76
997,BioShock Infinite,2013.0,1.76
998,Hitman: Absolution,2012.0,1.76
999,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,2007.0,1.76
1000,Call of Duty: Black Ops 3,2015.0,1.76
1001,The Urbz: Sims in the City,2004.0,1.76
1002,FIFA Soccer 08,2007.0,1.76
1003,Star Wars: Starfighter,2001.0,1.76
1004,Madden NFL 2000,1998.0,1.75
1005,Kingdom Hearts,2013.0,1.75
1006,Star Wars: Battlefront,2004.0,1.75
1007,Pro Evolution Soccer,2001.0,1.75
1008,Crackdown,2007.0,1.75
1009,Yoshi,1991.0,1.75
1010,Disney's Aladdin,1993.0,1.75
1011,Kirby's Adventure,1993.0,1.75
1012,Cooking Mama 3: Shop & Chop,2009.0,1.75
1013,Dance Dance Revolution X,2008.0,1.75
1014,2 Games in 1: Disney Princess & The Lion King,2004.0,1.75
1015,Star Wars Episode I: The Phantom Menace,1999.0,1.74
1016,Xenosaga Episode I: Der Wille zur Macht,2002.0,1.74
1017,Portal 2,2011.0,1.74
1018,The Beatles: Rock Band,2009.0,1.74
1019,Forza Motorsport 6,2015.0,1.74
1020,Sonic Colors,2010.0,1.74
1021,Cruis'n USA,1996.0,1.74
1022,Madden NFL 99,1998.0,1.74
1023,Diablo III,2014.0,1.74
1024,Uncharted: Golden Abyss,2011.0,1.74
1025,Destiny,2014.0,1.73
1026,SSX Tricky,2001.0,1.73
1027,Overwatch,2016.0,1.73
1028,Twisted Metal III,1998.0,1.73
1029,Harry Potter and the Sorcerer's Stone,2001.0,1.73
1030,Disney Infinity,2013.0,1.73
1031,Crash Bandicoot: The Huge Adventure,2002.0,1.73
1032,Dishonored,2012.0,1.73
1033,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003.0,1.72
1034,The Order: 1886,2015.0,1.72
1035,The Elder Scrolls Online,2015.0,1.72
1036,Call of Duty: World at War Final Fronts,2008.0,1.72
1037,Imagine: Teacher,2008.0,1.72
1038,Call of Duty: Modern Warfare 3,2011.0,1.72
1039,Madden NFL 2005,2004.0,1.72
1040,Star Ocean: Till The End of Time,2003.0,1.72
1041,The Sims 3: Late Night Expansion Pack,2010.0,1.71
1042,Game Party 3,2009.0,1.71
1043,Toy Story 2: Buzz Lightyear to the Rescue!,1998.0,1.71
1044,Deal or No Deal,2007.0,1.71
1045,Ace Combat 5: The Unsung War,2004.0,1.71
1046,Need for Speed Underground,2003.0,1.71
1047,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,2006.0,1.71
1048,Tetris Worlds,2001.0,1.71
1049,Cabela's Big Game Hunter 2010,2009.0,1.7
1050,The Crew,2014.0,1.7
1051,FIFA Soccer 10,2009.0,1.7
1052,We Ski,2008.0,1.7
1053,Personal Trainer: Math,2007.0,1.7
1054,Kirby's Return to Dreamland,2011.0,1.7
1055,Super Puyo Puyo,1993.0,1.7
1056,Ben 10: Protector of Earth,2007.0,1.7
1057,NCAA Football 07,2006.0,1.7
1058,SOCOM 3: U.S. Navy SEALs,2005.0,1.69
1059,NBA 2K15,2014.0,1.69
1060,Saints Row 2,2008.0,1.69
1061,Saints Row IV,2013.0,1.69
1062,Jampack Winter '99,1999.0,1.69
1063,Dragon Age: Origins,2009.0,1.69
1064,FIFA 16,2015.0,1.69
1065,WCW vs. nWo: World Tour,1997.0,1.69
1066,WCW/NWO Thunder,1998.0,1.69
1067,Harry Potter and the Sorcerer's Stone,2001.0,1.69
1068,Need For Speed: Undercover,2008.0,1.69
1069,Dragon Ball Z: The Legacy of Goku,2002.0,1.69
1070,Sid Meier's Civilization V,2010.0,1.69
1071,Resident Evil 4,2005.0,1.69
1072,Call of Duty Black Ops: Declassified,2012.0,1.69
1073,Star Wars Battlefront: Renegade Squadron,2007.0,1.68
1074,World Championship Poker: Featuring Howard Lederer - All In,2006.0,1.68
1075,NFL GameDay 98,1997.0,1.68
1076,LEGO Batman 2: DC Super Heroes,2012.0,1.68
1077,Yoshi's Cookie,1992.0,1.68
1078,Time Crisis,1997.0,1.68
1079,The Sims: Superstar,2003.0,1.68
1080,Star Wars The Clone Wars: Lightsaber Duels,2008.0,1.68
1081,MySims,2007.0,1.68
1082,Metroid Fusion,2002.0,1.68
1083,Shaun White Snowboarding: Road Trip,2008.0,1.67
1084,SSX 3,2003.0,1.67
1085,Big Beach Sports,2008.0,1.67
1086,Madden NFL 2001,2000.0,1.67
1087,Fight Night Round 3,2006.0,1.67
1088,Knack,2013.0,1.67
1089,Star Wars: Battlefront II,2005.0,1.67
1090,Disney's DuckTales,1989.0,1.67
1091,Tony Hawk's Pro Skater 3,2001.0,1.67
1092,"Monsters, Inc.",2001.0,1.67
1093,StarCraft II: Heart of the Swarm,2013.0,1.67
1094,PGR: Project Gotham Racing 2,2003.0,1.67
1095,Spy Hunter,2001.0,1.67
1096,NCAA Football 2004,2003.0,1.67
1097,SpongeBob SquarePants: Battle for Bikini Bottom,2003.0,1.67
1098,Dying Light,2015.0,1.66
1099,Heavenly Sword,2007.0,1.66
1100,Street Fighter II': Special Champion Edition,1992.0,1.66
1101,SSX,2000.0,1.66
1102,Max Payne 3,2012.0,1.66
1103,NBA Ballers,2004.0,1.66
1104,Need for Speed Carbon,2006.0,1.66
1105,NBA Live 2003,2002.0,1.66
1106,Dragon Ball Z: Budokai Tenkaichi,2005.0,1.66
1107,Ms. Pac-Man,1981.0,1.65
1108,Mario Party 6,2004.0,1.65
1109,Super Scope 6,1991.0,1.65
1110,Go Vacation,2011.0,1.65
1111,Dragon Quest V: Tenkuu no Hanayome,2004.0,1.65
1112,Army of Two,2008.0,1.65
1113,Dragon Quest IV: Chapters of the Chosen,2007.0,1.64
1114,Kirby & the Amazing Mirror,2004.0,1.64
1115,LEGO Pirates of the Caribbean: The Video Game,2011.0,1.64
1116,Dig Dug,1982.0,1.64
1117,Tom Clancy's Rainbow Six,1999.0,1.64
1118,Ghosts 'n Goblins,1986.0,1.64
1119,Tiger Woods PGA Tour 2003,2002.0,1.64
1120,NBA Live 06 (All region sales),2005.0,1.64
1121,Prince of Persia: Warrior Within,2004.0,1.64
1122,Kinectimals,2010.0,1.64
1123,Until Dawn,2015.0,1.64
1124,ESPN NFL 2K5,2004.0,1.63
1125,Viva Pinata,2006.0,1.63
1126,Pikmin,2001.0,1.63
1127,Call of Duty: Black Ops,,1.63
1128,Sonic Generations,2011.0,1.63
1129,Tiger Woods PGA Tour 2004,2003.0,1.63
1130,Ape Escape,1999.0,1.63
1131,NBA 2K15,2014.0,1.63
1132,NCAA Football 2005,2004.0,1.62
1133,Just Cause 2,2010.0,1.62
1134,Rock Band,,1.62
1135,Tony Hawk's American Wasteland (Old all region sales),2005.0,1.62
1136,Rage,2011.0,1.62
1137,Mario Hoops 3 on 3,2006.0,1.62
1138,Kirby Air Ride,2003.0,1.62
1139,Sled Storm,1998.0,1.62
1140,Pokemon Battle Revolution,2006.0,1.61
1141,NFL Street 2,2004.0,1.61
1142,Gears of War: Judgment,2013.0,1.61
1143,Baseball,1989.0,1.61
1144,Yu-Gi-Oh! Duel Monsters,1998.0,1.61
1145,Super Mario Strikers,2005.0,1.61
1146,Buzz! The Music Quiz,2005.0,1.61
1147,SpongeBob's Atlantis SquarePantis,2007.0,1.61
1148,Far Cry 4,2014.0,1.61
1149,Dance Dance Revolution: Hottest Party 2,2008.0,1.6
1150,Moshi Monsters: Moshling Zoo,2011.0,1.6
1151,Dollar Dash,2005.0,1.6
1152,Far Cry 2,2008.0,1.6
1153,F-1 World Grand Prix,1998.0,1.6
1154,River Raid,1981.0,1.6
1155,Silent Hill,1999.0,1.6
1156,Dragon Quest V: Hand of the Heavenly Bride,2008.0,1.6
1157,No Man's Sky,2016.0,1.6
1158,Sonic Heroes,2003.0,1.6
1159,ESPN NBA 2K5,2004.0,1.59
1160,Diablo,1996.0,1.59
1161,The Legend of Zelda: Twilight Princess,2006.0,1.59
1162,Soul Edge,1996.0,1.59
1163,Devil May Cry 4,2008.0,1.59
1164,Mario Bros.,1982.0,1.59
1165,Pro Evolution Soccer 2008,2007.0,1.59
1166,SoulCalibur IV,2008.0,1.59
1167,LEGO Harry Potter: Years 1-4,2010.0,1.59
